"County","School","Grade","Total Students Enrolled","DTaP Percent","Polio Percent","MMR Percent","Hep B Percent","Varicella Had Disease Percent","Varicella Percent","Tdap Percent","MCV4 1st Dose Percent","MCV4 16+ 1 Dose Percent","MCV4 2nd Dose 16+ Percent","Medical Exemption Percent","Religious Exemption Percent","Philosophical Exemption Percent","Enrolled Provisionally Percent","Denied Admission Percent","Noncompliant and Attending Percent"
"Lackawanna","Waverly Sch","Kindergarten","46","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Lackawanna","West Scranton HS","12th Grade","362","98.6%","98.9%","99.2%","98.6%","0.3%","98.6%","98.9%","","3.0%","95.6%","1.4%","0.3%","0.0%","0.8%","0.0%","0.0%"
"Lackawanna","West Scranton Intrmd Sch","7th Grade","198","98.0%","97.0%","99.5%","98.0%","0.0%","99.0%","97.5%","98.0%","","","0.0%","2.5%","0.5%","2.0%","0.0%","1.0%"
"Lackawanna","William Prescott #38","Kindergarten","58","94.8%","87.9%","96.6%","96.6%","0.0%","96.6%","","","","","0.0%","3.4%","0.0%","8.6%","0.0%","0.0%"
"Lackawanna","dePaul School in NEPA","7th Grade","7","","","","","","","","","","","","","","","",""
"Lancaster","Adamstown El Sch","Kindergarten","59","89.8%","88.1%","88.1%","89.8%","0.0%","88.1%","","","","","0.0%","8.5%","3.4%","0.0%","0.0%","0.0%"
"Lancaster","Airport View Amish School","7th Grade","5","","","","","","","","","","","","","","","",""
"Lancaster","Akron El Sch","Kindergarten","47","91.5%","91.5%","91.5%","93.6%","2.1%","91.5%","","","","","0.0%","4.3%","4.3%","0.0%","0.0%","0.0%"
"Lancaster","Amish Road School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Amsterdam School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Anchor Christian Academy","7th Grade","24","79.2%","62.5%","87.5%","79.2%","0.0%","83.3%","66.7%","62.5%","","","0.0%","37.5%","0.0%","0.0%","0.0%","4.2%"
"Lancaster","Anchor Christian Academy","12th Grade","7","","","","","","","","","","","","","","","",""
"Lancaster","Apple Grove Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Lancaster","Ashville","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Back Run Amish School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Bainbridge El Sch","Kindergarten","77","88.3%","88.3%","88.3%","88.3%","0.0%","88.3%","","","","","0.0%","9.1%","0.0%","2.6%","0.0%","0.0%"
"Lancaster","Baron EL Sch","Kindergarten","81","86.4%","85.2%","86.4%","87.7%","0.0%","85.2%","","","","","0.0%","11.1%","2.5%","1.2%","0.0%","1.2%"
"Lancaster","Bart-Colerain El Sch","Kindergarten","21","76.2%","76.2%","76.2%","90.5%","0.0%","76.2%","","","","","0.0%","9.5%","14.3%","0.0%","0.0%","0.0%"
"Lancaster","Bartville Amish School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Beartown School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Beaver Dam School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Beilers School","7th Grade","5","","","","","","","","","","","","","","","",""
"Lancaster","Bell Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Bellaire Ridge Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Bethany Parochial School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Blackhorse School","7th Grade","5","","","","","","","","","","","","","","","",""
"Lancaster","Blue Ball El Sch","Kindergarten","57","87.7%","89.5%","86.0%","94.7%","0.0%","87.7%","","","","","1.8%","0.0%","12.3%","0.0%","0.0%","0.0%"
"Lancaster","Boyers Run Mennonite School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Brecht Sch","Kindergarten","45","93.3%","93.3%","93.3%","93.3%","0.0%","93.3%","","","","","0.0%","4.4%","2.2%","0.0%","0.0%","0.0%"
"Lancaster","Brecknock El Sch","Kindergarten","62","85.5%","85.5%","80.6%","90.3%","0.0%","79.0%","","","","","0.0%","6.5%","6.5%","8.1%","0.0%","6.5%"
"Lancaster","Brick Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Brickerville Mennonite School","7th Grade","8","","","","","","","","","","","","","","","",""
"Lancaster","Bridgeville School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Brownstown El Sch","Kindergarten","56","96.4%","94.6%","96.4%","94.6%","0.0%","92.9%","","","","","0.0%","7.1%","0.0%","0.0%","0.0%","0.0%"
"Lancaster","Brunners Grove School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Bucher Sch","Kindergarten","69","94.2%","94.2%","95.7%","98.6%","0.0%","97.1%","","","","","1.4%","0.0%","1.4%","2.9%","0.0%","0.0%"
"Lancaster","Buck View School","7th Grade","1","","","","","","","","","","","","","","","",""
"Lancaster","Buena Vista Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Lancaster","Bunker Hill Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Burrowes El Sch","Kindergarten","49","98.0%","100.0%","98.0%","100.0%","0.0%","98.0%","","","","","0.0%","0.0%","0.0%","2.0%","0.0%","0.0%"
"Lancaster","Byerland School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Byerstown School","7th Grade","1","","","","","","","","","","","","","","","",""
"Lancaster","Calamus Run School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Calvary Christian Academy","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Calvary Christian Academy","12th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Camebridge Parochial School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Cardinal Wing School","7th Grade","6","","","","","","","","","","","","","","","",""
"Lancaster","Carter and MacRae El Sch","Kindergarten","49","98.0%","98.0%","98.0%","98.0%","0.0%","98.0%","","","","","0.0%","0.0%","2.0%","0.0%","0.0%","0.0%"
"Lancaster","Catalyst Christian School","Kindergarten","30","76.7%","63.3%","66.7%","83.3%","0.0%","60.0%","","","","","0.0%","26.7%","3.3%","0.0%","0.0%","10.0%"
"Lancaster","Catalyst Christian School","7th Grade","21","76.2%","71.4%","76.2%","76.2%","0.0%","76.2%","71.4%","61.9%","","","0.0%","19.0%","4.8%","0.0%","0.0%","19.0%"
"Lancaster","Catalyst Christian School","12th Grade","10","","","","","","","","","","","","","","","",""
"Lancaster","Cattail Parochial School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Cedar Hill Amish School","7th Grade","5","","","","","","","","","","","","","","","",""
"Lancaster","Cedar Valley Amish School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Center Grove School","7th Grade","6","","","","","","","","","","","","","","","",""
"Lancaster","Center Parochial School","7th Grade","5","","","","","","","","","","","","","","","",""
"Lancaster","Center Square School","7th Grade","1","","","","","","","","","","","","","","","",""
"Lancaster","Centerville Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Lancaster","Centerville El Sch","Kindergarten","60","98.3%","98.3%","98.3%","98.3%","3.3%","96.7%","","","","","0.0%","0.0%","1.7%","0.0%","0.0%","0.0%"
"Lancaster","Centerville MS","7th Grade","331","95.2%","94.6%","94.6%","94.0%","0.6%","93.1%","93.4%","93.4%","","","0.9%","3.3%","3.6%","0.0%","0.0%","0.3%"
"Lancaster","Central Manor El Sch","Kindergarten","59","89.8%","89.8%","89.8%","94.9%","0.0%","89.8%","","","","","0.0%","5.1%","6.8%","0.0%","1.7%","0.0%"
"Lancaster","Cherry Grove School","7th Grade","6","","","","","","","","","","","","","","","",""
"Lancaster","Cherry Lane Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Chestnut Hill School - Christiana Location","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Chestnut Hill School - Denver location","7th Grade","5","","","","","","","","","","","","","","","",""
"Lancaster","Chestnut Run School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Churchtown Parochial School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Clay El Sch","Kindergarten","79","79.7%","79.7%","79.7%","84.8%","0.0%","78.5%","","","","","1.3%","10.1%","8.9%","2.5%","0.0%","1.3%"
"Lancaster","Clearfield Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Clearview Mennonite School","7th Grade","11","","","","","","","","","","","","","","","",""
"Lancaster","Clearview Parochial School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Clearview School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Clermont El Sch","Kindergarten","73","91.8%","91.8%","91.8%","91.8%","0.0%","91.8%","","","","","0.0%","1.4%","5.5%","0.0%","0.0%","2.7%"
"Lancaster","Climbers Run","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Cocalico MS","7th Grade","257","85.6%","84.4%","84.4%","86.4%","1.6%","83.3%","80.5%","80.2%","","","0.8%","8.2%","5.4%","0.0%","0.0%","7.0%"
"Lancaster","Cocalico SHS","12th Grade","277","91.3%","88.8%","90.3%","90.3%","0.7%","86.6%","86.3%","","0.4%","79.4%","3.6%","4.3%","8.7%","0.0%","0.0%","7.6%"
"Lancaster","Collins School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Colonial Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Columbia HS","12th Grade","80","97.5%","98.8%","98.8%","100.0%","0.0%","98.8%","96.2%","","0.0%","77.5%","1.2%","1.2%","3.8%","0.0%","0.0%","26.2%"
"Lancaster","Columbia MS Hill Campus","7th Grade","105","100.0%","99.0%","100.0%","99.0%","1.0%","99.0%","84.8%","82.9%","","","0.0%","1.9%","1.0%","0.0%","0.0%","30.5%"
"Lancaster","Compass School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Conestoga Christian School","Kindergarten","35","77.1%","65.7%","65.7%","82.9%","0.0%","60.0%","","","","","0.0%","0.0%","25.7%","14.3%","0.0%","14.3%"
"Lancaster","Conestoga Christian School","7th Grade","16","","","","","","","","","","","","","","","",""
"Lancaster","Conestoga Christian School","12th Grade","25","96.0%","88.0%","96.0%","96.0%","0.0%","96.0%","96.0%","","0.0%","56.0%","0.0%","12.0%","4.0%","32.0%","0.0%","32.0%"
"Lancaster","Conestoga El Sch","Kindergarten","41","90.2%","90.2%","90.2%","100.0%","0.0%","87.8%","","","","","0.0%","0.0%","7.3%","4.9%","0.0%","0.0%"
"Lancaster","Conestoga School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Conestoga Valley SHS","12th Grade","333","96.1%","96.4%","95.5%","96.4%","1.5%","90.7%","95.2%","","2.1%","87.4%","1.2%","2.1%","9.3%","0.0%","0.0%","0.0%"
"Lancaster","Conestoga View School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Cooperville Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Cornerstone School","7th Grade","1","","","","","","","","","","","","","","","",""
"Lancaster","Country Knob School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Country Meadow School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Country View School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Countryside Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Creek Hill School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Crystal Springs School","7th Grade","5","","","","","","","","","","","","","","","",""
"Lancaster","Dayspring Christian Academy","Kindergarten","25","76.0%","76.0%","76.0%","76.0%","0.0%","76.0%","","","","","0.0%","8.0%","0.0%","0.0%","0.0%","16.0%"
"Lancaster","Dayspring Christian Academy","7th Grade","36","58.3%","58.3%","58.3%","58.3%","0.0%","58.3%","41.7%","36.1%","","","2.8%","8.3%","22.2%","0.0%","0.0%","44.4%"
"Lancaster","Dayspring Christian Academy","12th Grade","27","48.1%","48.1%","48.1%","48.1%","0.0%","48.1%","48.1%","","48.1%","18.5%","3.7%","18.5%","29.6%","0.0%","0.0%","29.6%"
"Lancaster","Deer Hollow Amish School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Denver El Sch","Kindergarten","78","75.6%","70.5%","71.8%","78.2%","0.0%","71.8%","","","","","0.0%","10.3%","15.4%","0.0%","0.0%","3.8%"
"Lancaster","Diamond Road Menn School","7th Grade","5","","","","","","","","","","","","","","","",""
"Lancaster","Diem Woods Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Doe Run El Sch","Kindergarten","145","77.2%","75.9%","75.2%","78.6%","0.0%","74.5%","","","","","0.0%","17.9%","4.8%","0.7%","0.0%","2.1%"
"Lancaster","Donegal HS","12th Grade","240","98.3%","97.9%","97.9%","97.9%","0.4%","97.9%","96.7%","","0.4%","90.8%","1.2%","4.6%","2.1%","1.7%","0.0%","1.7%"
"Lancaster","Donegal JHS","7th Grade","241","97.1%","95.0%","96.7%","97.5%","0.4%","96.3%","93.4%","92.9%","","","0.4%","4.1%","2.1%","0.0%","0.0%","1.2%"
"Lancaster","Donegal Primary School","Kindergarten","230","93.0%","90.0%","90.0%","94.3%","0.0%","90.0%","","","","","0.4%","4.3%","2.2%","1.3%","0.0%","2.6%"
"Lancaster","Dry Wells Amish Parochial School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Durlach Parochial School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Eagle Crest Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Lancaster","Eagle View Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","East Earl Amish Parochial Sch","7th Grade","5","","","","","","","","","","","","","","","",""
"Lancaster","East Gordon View School","7th Grade","1","","","","","","","","","","","","","","","",""
"Lancaster","East High Street El Sch","Kindergarten","158","96.2%","96.2%","96.8%","96.8%","0.0%","96.8%","","","","","0.6%","1.3%","1.3%","0.6%","0.0%","0.0%"
"Lancaster","East Nickel Mines School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","East Petersburg El Sch","Kindergarten","45","91.1%","91.1%","91.1%","91.1%","2.2%","88.9%","","","","","0.0%","0.0%","8.9%","0.0%","0.0%","0.0%"
"Lancaster","Eby Chiques School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Eden Meadows School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Edisonville School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Elizabethtown Area MS","7th Grade","282","96.5%","96.1%","94.3%","96.5%","0.4%","94.3%","93.3%","92.9%","","","0.0%","3.2%","3.9%","0.0%","0.0%","1.4%"
"Lancaster","Elizabethtown Area SHS","12th Grade","341","97.1%","97.1%","97.4%","96.8%","0.9%","96.2%","96.2%","","5.6%","90.9%","0.0%","3.8%","4.1%","0.6%","0.0%","1.8%"
"Lancaster","Elm School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Ephrata MS","7th Grade","299","91.0%","91.0%","91.0%","90.6%","1.0%","89.3%","87.6%","86.3%","","","0.7%","28.8%","7.4%","0.3%","0.0%","3.0%"
"Lancaster","Ephrata Mennonite School","Kindergarten","30","33.3%","33.3%","33.3%","53.3%","0.0%","33.3%","","","","","0.0%","16.7%","0.0%","0.0%","0.0%","50.0%"
"Lancaster","Ephrata Mennonite School","7th Grade","32","84.4%","84.4%","84.4%","87.5%","9.4%","75.0%","75.0%","65.6%","","","0.0%","25.0%","0.0%","0.0%","0.0%","18.8%"
"Lancaster","Ephrata Mennonite School","12th Grade","24","95.8%","95.8%","95.8%","95.8%","25.0%","75.0%","87.5%","","0.0%","54.2%","0.0%","8.3%","0.0%","0.0%","0.0%","41.7%"
"Lancaster","Ephrata SHS","12th Grade","355","94.9%","95.2%","96.1%","95.2%","3.1%","92.7%","95.2%","","1.7%","85.6%","2.8%","5.6%","3.9%","1.1%","0.0%","2.0%"
"Lancaster","Eshelman Run School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Eshleman El Sch","Kindergarten","36","94.4%","94.4%","88.9%","94.4%","0.0%","88.9%","","","","","0.0%","5.6%","5.6%","0.0%","0.0%","0.0%"
"Lancaster","Evergreen Ridge School","7th Grade","1","","","","","","","","","","","","","","","",""
"Lancaster","Fairfield School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Fairhaven Christian School","Kindergarten","9","","","","","","","","","","","","","","","",""
"Lancaster","Fairhaven Christian School","7th Grade","13","","","","","","","","","","","","","","","",""
"Lancaster","Fairland Road Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Lancaster","Fairmount School","7th Grade","5","","","","","","","","","","","","","","","",""
"Lancaster","Fairview Amish School","7th Grade","6","","","","","","","","","","","","","","","",""
"Lancaster","Fairview Parochial School","7th Grade","1","","","","","","","","","","","","","","","",""
"Lancaster","Faith Mennonite High School","12th Grade","22","50.0%","59.1%","50.0%","59.1%","31.8%","36.4%","36.4%","","0.0%","9.1%","0.0%","22.7%","45.5%","0.0%","0.0%","22.7%"
"Lancaster","Farmdale El Sch","Kindergarten","42","100.0%","100.0%","97.6%","100.0%","0.0%","97.6%","","","","","2.4%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Lancaster","Farmersville Mennonite School","7th Grade","6","","","","","","","","","","","","","","","",""
"Lancaster","Farmersville Parochial School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Fishers Amish School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Foggy Ridge Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Forest View Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Lancaster","Fritz El Sch","Kindergarten","75","93.3%","93.3%","94.7%","96.0%","0.0%","92.0%","","","","","0.0%","2.7%","5.3%","0.0%","0.0%","0.0%"
"Lancaster","Fulton El Sch - Ephrata location","Kindergarten","65","93.8%","92.3%","90.8%","93.8%","0.0%","90.8%","","","","","1.5%","6.2%","3.1%","0.0%","0.0%","0.0%"
"Lancaster","Fulton El Sch - Lancaster location","Kindergarten","48","93.8%","93.8%","95.8%","95.8%","0.0%","95.8%","","","","","0.0%","0.0%","6.2%","0.0%","0.0%","0.0%"
"Lancaster","Fulton View School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Gap View School","7th Grade","2","","","","","","","","","","","","","","","",""
"Lancaster","Garden Spot MS","7th Grade","257","89.1%","83.3%","87.2%","89.1%","1.9%","84.4%","76.3%","77.0%","","","0.0%","14.0%","7.0%","1.6%","0.0%","1.6%"
"Lancaster","Garden Spot SHS","12th Grade","223","96.0%","95.1%","96.0%","95.1%","3.6%","89.7%","88.8%","","2.2%","80.3%","0.4%","11.2%","4.5%","1.8%","0.0%","1.8%"
