,Facility Number,School Type,School District or Name,County,MMR Vaccination Rate,Age Group,Facility Address
1120,168,Private,St. Mark Catholic School,Mecklenburg County,94.5,Kindergarten,
1121,169,Private,St. Matthew Catholic School,Mecklenburg County,95.0,Kindergarten,
1122,170,Private,St. Patrick Catholic School,Mecklenburg County,88.6,Kindergarten,
1123,370297003356,Public,Starmount Academy of Excellence,Mecklenburg County,95.7,Kindergarten,"1600 Brookdale Ave, Charlotte, NC 28210"
1124,370297001277,Public,Statesville Road Elementary,Mecklenburg County,86.9,Kindergarten,"5521 Milhaven Ln, Charlotte, NC 28269"
1125,370297001278,Public,Steele Creek Elementary,Mecklenburg County,94.4,Kindergarten,"4100 Gallant Ln, Charlotte, NC 28273"
1126,370045403501,Charter/Lab,Steele Creek Preparatory Academy,Mecklenburg County,96.4,Kindergarten,"2200 Shopton Road, Charlotte, NC 28217"
1127,370297001279,Public,Sterling Elementary,Mecklenburg County,88.8,Kindergarten,"9601 China Grove Church Rd, Pineville, NC 28134"
1128,370297003131,Public,Stoney Creek Elementary,Mecklenburg County,95.7,Kindergarten,"14015 Mallard Roost Rd, Charlotte, NC 28262"
1129,370008902472,Charter/Lab,Sugar Creek Charter,Mecklenburg County,75.8,Kindergarten,"4101 N Tryon Street, Charlotte, NC 28206"
1130,370047203556,Charter/Lab,Telra Institute,Mecklenburg County,97.2,Kindergarten,"4150 McKee Rd, Charlotte, NC 28270"
1131,370297001280,Public,Thomasboro Academy,Mecklenburg County,87.2,Kindergarten,"538 Bradford Dr, Charlotte, NC 28208"
1132,370039203365,Charter/Lab,TMSA Charlotte,Mecklenburg County,90.0,Kindergarten,"9108 Mallard Creek Rd., Charlotte, NC 28262"
1133,370297002785,Public,Torrence Creek Elementary,Mecklenburg County,92.7,Kindergarten,"14550 Ranson Rd, Huntersville, NC 28078"
1134,171,Private,Trinity Episcopal School,Mecklenburg County,97.6,Kindergarten,
1135,370297001282,Public,Tuckaseegee Elementary,Mecklenburg County,51.9,Kindergarten,"2028 Little Rock Rd, Charlotte, NC 28214"
1136,370040903393,Charter/Lab,Unity Classical Charter School,Mecklenburg County,87.9,Kindergarten,"14613 Steele Creek Rd., CHARLOTTE, NC 28273"
1137,370297000652,Public,University Meadows Elementary,Mecklenburg County,81.3,Kindergarten,"1600 Pavilion Blvd, Charlotte, NC 28262"
1138,370297001893,Public,University Park Creative Arts,Mecklenburg County,92.9,Kindergarten,"2400 Hildebrand St, Charlotte, NC 28216"
1139,370297003419,Public,Vaughan Academy of Technology,Mecklenburg County,97.7,Kindergarten,"8601 Old Concord Rd, Charlotte, NC 28213"
1140,172,Private,Victory Christian Center School,Mecklenburg County,71.4,Kindergarten,
1141,370297003466,Public,Villa Heights Elementary,Mecklenburg County,88.2,Kindergarten,"800 Everett Place, Charlotte, NC 28205"
1142,370297002660,Public,Walter G. Byers School,Mecklenburg County,100.0,Kindergarten,"1415 Hamilton St, Charlotte, NC 28206"
1143,370297001287,Public,Westerly Hills Academy,Mecklenburg County,87.0,Kindergarten,"4420 Denver Ave, Charlotte, NC 28208"
1144,370297003018,Public,Whitewater Academy,Mecklenburg County,96.7,Kindergarten,"11600 White Rapids Rd, Charlotte, NC 28214"
1145,370297001601,Public,Winding Springs Elementary,Mecklenburg County,86.9,Kindergarten,"6601 Horace Mann Rd, Charlotte, NC 28269"
1146,370297001290,Public,Windsor Park Elementary,Mecklenburg County,100.0,Kindergarten,"3910 Sudbury Rd, Charlotte, NC 28205"
1147,370297002857,Public,Winget Park Elementary,Mecklenburg County,97.3,Kindergarten,"12235 Winget Rd, Charlotte, NC 28278"
1148,370297001291,Public,Winterfield Elementary,Mecklenburg County,68.3,Kindergarten,"3100 Winterfield Pl, Charlotte, NC 28205"
1149,370300001295,Public,Gouge Elementary,Mitchell County,97.7,Kindergarten,"134 Laurel Street, Bakersville, NC 28705"
1150,370300002531,Public,Greenlee Primary,Mitchell County,87.8,Kindergarten,"2206 Carters Ridge Road, Spruce Pine, NC 28777"
1151,370306001306,Public,Candor Elementary,Montgomery County,98.0,Kindergarten,"414 S Main, Candor, NC 27229"
1152,370306003108,Public,Green Ridge Elementary,Montgomery County,95.6,Kindergarten,"129 McCaskill Rd, Biscoe, NC 27209"
1153,370306001310,Public,Mount Gilead Elementary,Montgomery County,96.2,Kindergarten,"100 School Street, Mount Gilead, NC 27306"
1154,370306002099,Public,Star Elementary,Montgomery County,95.5,Kindergarten,"302 S Main Street, Star, NC 27356"
1155,370044703509,Charter/Lab,Tillery Charter Academy,Montgomery County,53.3,Kindergarten,"170 Academy Street, Biscoe, NC 27209"
1156,370306001312,Public,Troy Elementary,Montgomery County,97.4,Kindergarten,"310 N Russell St, Troy, NC 27371"
1157,370309001315,Public,Aberdeen Elementary,Moore County,94.1,Kindergarten,"525 Farrell Parkway, Aberdeen, NC 28315"
1158,370309001316,Public,Cameron Elementary,Moore County,95.2,Kindergarten,"2636 NC Hwy 24 27, Cameron, NC 28326"
1159,370309001317,Public,Carthage Elementary,Moore County,98.2,Kindergarten,"312 Rockingham St, Carthage, NC 28327"
1160,370309003571,Public,Connect Academy,Moore County,80.0,Kindergarten,"272 Archie Rd, West End, NC 27376"
1161,173,Private,Covenant Preparatory School,Moore County,60.0,Kindergarten,
1162,174,Private,Episcopal Day School,Moore County,100.0,Kindergarten,
1163,175,Private,Fellowship Christian Academy,Moore County,87.5,Kindergarten,
1164,370309001319,Public,Highfalls Elementary,Moore County,93.5,Kindergarten,"1220 NC Hwy 22, Bennett, NC 27208"
1165,370309003505,Public,McDeeds Creek Elementary,Moore County,96.4,Kindergarten,"2953 Camp Easter Rd, Southern Pines, NC 28387"
1166,176,Private,O'Neal School,Moore County,89.3,Kindergarten,
1167,370309002330,Public,Pinehurst Elementary,Moore County,96.2,Kindergarten,"100 Dundee Road, Pinehurst, NC 28374"
1168,370309001324,Public,Robbins Elementary,Moore County,100.0,Kindergarten,"268 Rushwood Rd, Robbins, NC 27325"
1169,177,Private,Sandhills Classical Christian Sch.,Moore County,94.4,Kindergarten,
1170,370309001325,Public,Sandhills Farm Life Elementary,Moore County,100.0,Kindergarten,"2201 Farm Life Rd, Carthage, NC 28327"
1171,370309001327,Public,Southern Pines Elementary,Moore County,95.7,Kindergarten,"115 South Carlisle Street, Southern Pines, NC 28987"
1172,178,Private,St. John Paul II Catholic School,Moore County,83.3,Kindergarten,
1173,370009102473,Public,STARS Charter,Moore County,96.4,Kindergarten,"140 Southern Dunes Dr, Vass, NC 28394"
1174,370003302332,Charter/Lab,The Academy of Moore County,Moore County,97.8,Kindergarten,"12588 HWY 15-501 South, Aberdeen, NC 28315"
1175,370309001329,Public,Vass-Lakeview Elementary,Moore County,95.7,Kindergarten,"141 James Street, Vass, NC 28394"
1176,370309001330,Public,West End Elementary,Moore County,90.5,Kindergarten,"4483 NC Hwy 211, West End, NC 27376"
1177,370309003212,Public,West Pine Elementary,Moore County,90.5,Kindergarten,"272 Archie Rd, West End, NC 27376"
1178,370309001331,Public,Westmoore Elementary,Moore County,100.0,Kindergarten,"2159 NC Hwy 705, Seagrove, NC 27341"
1179,370327001341,Public,Bailey Elementary,Nash County,95.9,Kindergarten,"6288 Pine Street, Bailey, NC 27807"
1180,370327000703,Public,Baskerville Elementary,Edgecombe County,94.7,Kindergarten,"1100 Stokes Avenue, Rocky Mount, NC 27801"
1181,370327001342,Public,Benvenue Elementary,Nash County,86.3,Kindergarten,"2700 Nicodemus Mile Road, Rocky Mount, NC 27804"
1182,370327001346,Public,Coopers Elementary,Nash County,100.0,Kindergarten,"6833 NC Highway 58, Elm City, NC 27822"
1183,370327003298,Public,Fairview Elementary,Edgecombe County,81.7,Kindergarten,"720 N Fairview Rd, Rocky Mount, NC 27801"
1184,179,Private,Faith Christian School,Nash County,96.9,Kindergarten,
1185,370327002100,Public,M B Hubbard Elementary,Nash County,96.6,Kindergarten,"7921 Red Oak Battleboro Road, Battleboro, NC 27809"
1186,370327001348,Public,Middlesex Elementary,Nash County,100.0,Kindergarten,"13081 West Hanes Avenue, Middlesex, NC 27557"
1187,370327001349,Public,Nashville Elementary,Nash County,93.3,Kindergarten,"209 East Virginia Avenue, Nashville, NC 27856"
1188,180,Private,New Life Christian Academy,Nash County,100.0,Kindergarten,
1189,181,Private,Our Lady Perpetual Help Cath Sch,Nash County,93.3,Kindergarten,
1190,370327001352,Public,Red Oak Elementary,Nash County,96.5,Kindergarten,"5603 Red Oak Road, Red Oak, NC 27868"
1191,182,Private,Rocky Mount Academy,Nash County,91.7,Kindergarten,
1192,370003402334,Charter/Lab,Rocky Mount Preparatory,Nash County,97.2,Kindergarten,"3334 Bishop Road, Rocky Mount, NC 27804"
1193,183,Private,Southside Academy,Nash County,78.6,Kindergarten,
1194,370327001356,Public,Spring Hope Elementary,Nash County,93.2,Kindergarten,"401 McLean Street, Spring Hope, NC 27882"
1195,370327001358,Public,Williford Elementary,Nash County,100.0,Kindergarten,"801 Williford Street, Rocky Mount, NC 27803"
1196,370327002401,Public,Winstead Avenue Elementary,Nash County,97.5,Kindergarten,"991 South Winstead Avenue, Rocky Mount, NC 27804"
1197,370041203415,Charter/Lab,American Leadership Academy-Coastal,New Hanover County,85.6,Kindergarten,"1135 Pandion Dr, Wilmington, NC 28411"
1198,370333001367,Public,Bradley Creek Elementary,New Hanover County,98.4,Kindergarten,"6211 Greenville Loop, Wilmington, NC 28409"
1199,184,Private,Cape Fear Academy,New Hanover County,97.8,Kindergarten,
1200,370010802534,Charter/Lab,Cape Fear Center for Inquiry,New Hanover County,90.0,Kindergarten,"2525 Wonder Way, Wilmington, NC 28401"
1201,370333001368,Public,Carolina Beach Elementary,New Hanover County,96.6,Kindergarten,"400 South 4th St, Carolina Beach, NC 28428"
1202,370034003290,Charter/Lab,Classical Charter Schools of Wilmington,New Hanover County,88.5,Kindergarten,"507 N 6th Street, Wilmington, NC 28401"
1203,370333001369,Public,College Park Elementary,New Hanover County,72.0,Kindergarten,"5001 Oriole Drive, Wilmington, NC 28403"
1204,370042903455,Charter/Lab,D.C. Virgo Preparatory Academy,New Hanover County,94.1,Kindergarten,"813 Nixon Street, Wilmington, NC 28401"
1205,370333002336,Public,Dr Hubert Eaton Sr Elem,New Hanover County,98.8,Kindergarten,"6701 Gordon Road, Wilmington, NC 28405"
1206,370333002822,Public,Edwin A Anderson Elementary,New Hanover County,98.8,Kindergarten,"455 Halyburton Memorial Parkwa, Wilmington, NC 28412"
1207,185,Private,Friends School,New Hanover County,100.0,Kindergarten,
1208,370333002101,Public,Heyward C Bellamy Elem,New Hanover County,98.8,Kindergarten,"70 Sanders Rd, Wilmington, NC 28412"
1209,370333002335,Public,Holly Tree Elementary,New Hanover County,91.0,Kindergarten,"3020 Web Trace, Wilmington, NC 28409"
1210,370033203283,Charter/Lab,Island Montessori Charter School,New Hanover County,81.5,Kindergarten,"6339 Carolina Beach Rd, Wilmington, NC 28412"
1211,370333001378,Public,John J Blair Elementary,New Hanover County,91.7,Kindergarten,"6510 Market Street, Wilmington, NC 28405"
1212,370333001382,Public,Mary C Williams Elementary,New Hanover County,95.2,Kindergarten,"801 Silver Lake Rd, Wilmington, NC 28412"
1213,370333002596,Public,Masonboro Elementary,New Hanover County,94.7,Kindergarten,"3518 Masonboro Loop Road, Wilmington, NC 28409"
1214,370333002787,Public,Murrayville Elementary,New Hanover County,94.7,Kindergarten,"225 Mabee Way, Wilmington, NC 28411"
1215,186,Private,Myrtle Grove Christian School,New Hanover County,91.4,Kindergarten,
1216,187,Private,New Horizons Elem. School,New Hanover County,100.0,Kindergarten,
1217,370333001385,Public,Ogden Elementary,New Hanover County,98.8,Kindergarten,"3637 Middle Sound Rd, Wilmington, NC 28411"
1218,188,Private,Peace Rose Montessori School,New Hanover County,85.7,Kindergarten,
1219,370333001387,Public,Pine Valley Elementary,New Hanover County,97.1,Kindergarten,"440 John S Mosby Dr, Wilmington, NC 28412"
1220,370333001366,Public,R Freeman Sch of Engineering,New Hanover County,91.9,Kindergarten,"2601 Princess Place Drive, Wilmington, NC 28405"
1221,189,Private,St. Mark Catholic School,New Hanover County,97.5,Kindergarten,
1222,370333001390,Public,Sunset Park Elementary,New Hanover County,90.3,Kindergarten,"613 Alabama Ave, Wilmington, NC 28401"
1223,370333001375,Public,The International School at Gregory,New Hanover County,93.5,Kindergarten,"1106 Ann St, Wilmington, NC 28401"
1224,190,Private,Wilmington Christian Academy,New Hanover County,90.5,Kindergarten,
1225,370014102927,Charter/Lab,Wilmington Preparatory Academy,New Hanover County,100.0,Kindergarten,"134 Cinema Drive, Wilmington, NC 28403"
1226,370045703522,Charter/Lab,Wilmington School of the Arts,New Hanover County,86.7,Kindergarten,"1306 Floral Pkwy, Wilmington, NC 28403"
1227,370333001395,Public,Winter Park Model Elementary,New Hanover County,95.0,Kindergarten,"204 S MacMillan Ave, Wilmington, NC 28403"
1228,370333001396,Public,Wrightsboro Elementary,New Hanover County,82.9,Kindergarten,"2716 Castle Hayne Rd, Wilmington, NC 28401"
1229,370333001397,Public,Wrightsville Beach Elem,New Hanover County,93.0,Kindergarten,"220 Coral Drive, Wrightsville Beach, NC 28480"
1230,370012302597,Charter/Lab,KIPP Gaston College Preparatory,Northampton County,93.9,Kindergarten,"320 Pleasant Hill Road, Gaston, NC 27832"
1231,191,Private,Northeast Academy,Northampton County,100.0,Kindergarten,
1232,370345001417,Public,Bell Fork Elementary,Onslow County,70.5,Kindergarten,"500 Bell Fork Rd, Jacksonville, NC 28540"
1233,370345001418,Public,Blue Creek Elementary,Onslow County,94.8,Kindergarten,"1260 Burgaw Hwy, Jacksonville, NC 28540"
1234,370345002738,Public,Carolina Forest Elementary,Onslow County,92.5,Kindergarten,"141 Carolina Forest Boulevard, Jacksonville, NC 28546"
1235,370345003635,Public,Clear View Elementary,Onslow County,85.9,Kindergarten,"180 Clear View School Rd, Jacksonville, NC 28540"
1236,370345001419,Public,Clyde Erwin Elementary,Onslow County,87.5,Kindergarten,"323 New River Dr, Jacksonville, NC 28540"
1237,370345003566,Public,Coastal Elementary,Onslow County,91.4,Kindergarten,"370 Folkstone Rd, Holly Ridge, NC 28445"
1238,370345002270,Public,Dixon Elementary,Onslow County,89.8,Kindergarten,"130 Betty Dixon Rd, Holly Ridge, NC 28445"
1239,192,Private,Grace Classical School,Onslow County,53.3,Kindergarten,
1240,370345002599,Public,Heritage Elementary School,Onslow County,92.2,Kindergarten,"7444 Richlands Highway, Richlands, NC 28574"
1241,370345002338,Public,Hunters Creek Elementary,Onslow County,97.4,Kindergarten,"3450 Hunters Trail, Jacksonville, NC 28546"
1242,193,Private,Infant of Prague Catholic School,Onslow County,100.0,Kindergarten,
1243,370345001931,Public,Jacksonville Commons Elem,Onslow County,82.7,Kindergarten,"1121 Commons Drive North, Jacksonville, NC 28546"
1244,194,Private,Liberty Christian Academy,Onslow County,88.0,Kindergarten,
1245,195,Private,Living Water Christian School,Onslow County,89.2,Kindergarten,
1246,370345003020,Public,Meadow View Elementary,Onslow County,97.2,Kindergarten,"1026 Fire Tower Rd, Jacksonville, NC 28540"
1247,196,Private,Montessori Children's School,Onslow County,83.3,Kindergarten,
1248,370345001424,Public,Morton Elementary,Onslow County,90.9,Kindergarten,"485 Old 30 Road, Jacksonville, NC 28546"
1249,370345001425,Public,Northwoods Elementary,Onslow County,95.5,Kindergarten,"617 Henderson Dr, Jacksonville, NC 28540"
1250,197,Private,One World Montessori  LLC,Onslow County,88.9,Kindergarten,
1251,370345001427,Public,Parkwood Elementary,Onslow County,94.6,Kindergarten,"2900 Northwoods Dr, Jacksonville, NC 28540"
1252,370345002403,Public,Queens Creek Elementary,Onslow County,95.1,Kindergarten,"159 Queens Creek Road, Swansboro, NC 28584"
1253,370345001428,Public,Richlands Elementary,Onslow County,90.3,Kindergarten,"415 Cow Horn Road, Richlands, NC 28574"
1254,370345002404,Public,Sand Ridge Elementary,Onslow County,95.1,Kindergarten,"868 Sand Ridge Road, Hubert, NC 28539"
1255,370345001430,Public,Silverdale Elementary,Onslow County,87.6,Kindergarten,"841 Smith Road, Maysville, NC 28555"
1256,370345001233,Public,Southwest Elementary,Onslow County,94.2,Kindergarten,"2601 Burgaw Hwy, Jacksonville, NC 28540"
1257,198,Private,St. Anne's Parish Day School,Onslow County,100.0,Kindergarten,
1258,370345003133,Public,Stateside Elementary,Onslow County,92.9,Kindergarten,"132 Stateside Blvd, Jacksonville, NC 28546"
1259,370345001432,Public,Summersill Elementary,Onslow County,93.0,Kindergarten,"250 Summersill School Road, Jacksonville, NC 28540"
1260,370345001436,Public,Swansboro Elementary,Onslow County,94.7,Kindergarten,"118 School Rd, Swansboro, NC 28584"
1261,370034803278,Charter/Lab,Z.E.C.A. School of Arts and Technology,Onslow County,72.2,Kindergarten,"1249 Hargett Street, Jacksonville, NC 28540"
1262,199,Private,Carolina Friends School,Orange County,96.6,Kindergarten,
1263,370072000294,Public,Carrboro Elementary,Orange County,100.0,Kindergarten,"400 Shelton St, Carrboro, NC 27510"
1264,370348001443,Public,Central Elementary,Orange County,93.9,Kindergarten,"154 Hayes St, Hillsborough, NC 27278"
1265,370348001445,Public,Efland Cheeks Elementary,Orange County,96.0,Kindergarten,"4401 Fuller Rd, Efland, NC 27243"
1266,200,Private,Emerson Waldorf School,Orange County,76.0,Kindergarten,
1267,370003502340,Charter/Lab,Eno River Academy,Orange County,95.1,Kindergarten,"1212 NC Highway 57 North, Hillsborough, NC 27278"
1268,370072000297,Public,Ephesus Elementary,Orange County,97.9,Kindergarten,"1495 Ephesus Church Rd, Chapel Hill, NC 27517"
1269,370072000298,Public,Estes Hills Elementary,Orange County,100.0,Kindergarten,"500 N Estes Dr, Chapel Hill, NC 27514"
1270,370072000299,Public,FPG Elementary,Orange County,100.0,Kindergarten,"101 Smith Level Rd, Chapel Hill, NC 27516"
1271,370072000300,Public,Glenwood Elementary,Orange County,100.0,Kindergarten,"2 Prestwick Rd, Chapel Hill, NC 27517"
1272,370348001932,Public,Hillsborough Elementary,Orange County,98.6,Kindergarten,"402 North Nash Street, Hillsborough, NC 27278"
1273,370072001962,Public,McDougle Elementary,Orange County,98.4,Kindergarten,"890 Old Fayetteville Rd, Chapel Hill, NC 27516"
1274,370072003027,Public,Morris Grove Elementary,Orange County,95.2,Kindergarten,"215 Eubanks Rd, Chapel Hill, NC 27516"
1275,370348002313,Public,New Hope Elementary,Orange County,92.0,Kindergarten,"1900 New Hope Church Rd, Chapel Hill, NC 27514"
1276,370072003275,Public,Northside Elementary,Orange County,97.9,Kindergarten,"350 Caldwell St, Chapel Hill, NC 27516"
