Facility Number,Facility Address,School Type,School District or Name,County,Age Group,MMR Vaccination Rate
,,,GREENFIELD-CENTRAL HIGH SCHOOL,HANCOCK,12,97.39
,,,GREENFIELD INTERMEDIATE SCHOOL,HANCOCK,6,98.2
,,,MAXWELL INTERMEDIATE SCHOOL,HANCOCK,6,95.63
,,,EDEN ELEMENTARY SCHOOL,HANCOCK,1,94.44
,,,HARRIS ELEMENTARY SCHOOL,HANCOCK,1,90.91
,,,JB STEPHENS ELEMENTARY SCHOOL,HANCOCK,1,69.08
,,,WESTON ELEMENTARY SCHOOL,HANCOCK,1,98.67
,,,EDEN ELEMENTARY SCHOOL,HANCOCK,K,94.74
,,,HARRIS ELEMENTARY SCHOOL,HANCOCK,K,96
,,,JB STEPHENS ELEMENTARY SCHOOL,HANCOCK,K,92.23
,,,WESTON ELEMENTARY SCHOOL,HANCOCK,K,97.26
,,,GREENSBURG ELEMENTARY,DECATUR,K,86.82
,,,GREENSBURG COMMUNITY JR HIGH,DECATUR,7,98.52
,,,GREENSBURG ELEMENTARY,DECATUR,1,95.45
,,,GREENSBURG COMMUNITY JR HIGH,DECATUR,6,97.73
,,,GREENSBURG COMMUNITY HIGH SCHOOL,DECATUR,12,98.13
,,,R J BASKETT MIDDLE SCHOOL,GRANT,7,98.75
,,,R J BASKETT MIDDLE SCHOOL,GRANT,6,99.35
,,,WESTVIEW ELEMENTARY SCHOOL,GRANT,1,97.79
,,,WESTVIEW ELEMENTARY SCHOOL,GRANT,K,92.55
,,,MISSISSINEWA HIGH SCHOOL,GRANT,12,94.37
,,,WASHINGTON UPPER ELEMENTARY,DAVIESS,6,95.65
,,,VEALE ELEMENTARY SCHOOL,DAVIESS,K,85.71
,,,WASHINGTON PRIMARY,DAVIESS,K,98.28
,,,WASHINGTON HIGH SCHOOL,DAVIESS,12,96.34
,,,WASHINGTON JUNIOR HIGH SCHOOL,DAVIESS,7,97.59
,,,VEALE ELEMENTARY SCHOOL,DAVIESS,1,84.62
,,,WASHINGTON PRIMARY,DAVIESS,1,96.48
,,,SOUTHEAST FOUNTAIN ELEMENTARY,FOUNTAIN,1,94.19
,,,SOUTHEAST FOUNTAIN ELEMENTARY,FOUNTAIN,K,93.06
,,,FOUNTAIN CENTRAL HIGH SCHOOL,FOUNTAIN,12,98.18
,,,SOUTHEAST FOUNTAIN VIRTUAL ACADEMY,FOUNTAIN,12,100
,,,FOUNTAIN CENTRAL HIGH SCHOOL,FOUNTAIN,7,100
,,,FOUNTAIN CENTRAL HIGH SCHOOL,FOUNTAIN,6,96.39
,,,WEST LAFAYETTE ELEMENTARY SCHOOL,TIPPECANOE,1,96.97
,,,WEST LAFAYETTE JR/SR HIGH SCHOOL,TIPPECANOE,12,95.83
,,,WEST LAFAYETTE ELEMENTARY SCHOOL,TIPPECANOE,K,97.87
,,,WEST LAFAYETTE INTERMEDIATE SCHOOL,TIPPECANOE,6,98.5
,,,WEST LAFAYETTE JR/SR HIGH SCHOOL,TIPPECANOE,7,97.83
,,,SOUTH NEWTON MIDDLE SCHOOL,NEWTON,7,95.92
,,,SOUTH NEWTON MIDDLE SCHOOL,NEWTON,6,100
,,,SOUTH NEWTON ELEMENTARY SCHOOL,NEWTON,K,91.38
,,,SOUTH NEWTON ELEMENTARY SCHOOL,NEWTON,1,95.16
,,,SOUTH NEWTON SENIOR HIGH SCHOOL,NEWTON,12,97.5
,,,WESTERN PRIMARY SCHOOL,HOWARD,K,95.48
,,,WESTERN HIGH SCHOOL,HOWARD,12,98.98
,,,WESTERN PRIMARY SCHOOL,HOWARD,1,92
,,,WHITE RIVER VALLEY ELEMENTARY SCH,GREENE,1,93.62
,,,WHITE RIVER VALLEY HIGH SCHOOL,GREENE,12,88
,,,WHITE RIVER VALLEY MIDDLE SCHOOL,GREENE,7,94.74
,,,WHITE RIVER VALLEY ELEMENTARY SCH,GREENE,K,97.96
,,,WHITE RIVER VALLEY MIDDLE SCHOOL,GREENE,6,95.65
,,,INDIAN SPRINGS MIDDLE SCHOOL,WHITLEY,6,97.67
,,,INDIAN SPRINGS MIDDLE SCHOOL,WHITLEY,7,94.96
,,,COESSE SCHOOL,WHITLEY,1,91.67
,,,LITTLE TURTLE ELEMENTARY SCHOOL,WHITLEY,1,95.18
,,,MARY RABER ELEMENTARY SCHOOL,WHITLEY,1,92
,,,NORTHERN HEIGHTS ELEMENTARY SCHOOL,WHITLEY,1,95.77
,,,COLUMBIA CITY HIGH SCHOOL,WHITLEY,12,98.28
,,,COESSE SCHOOL,WHITLEY,K,80
,,,LITTLE TURTLE ELEMENTARY SCHOOL,WHITLEY,K,91.14
,,,MARY RABER ELEMENTARY SCHOOL,WHITLEY,K,86.11
,,,NORTHERN HEIGHTS ELEMENTARY SCHOOL,WHITLEY,K,94.92
,,,OTWELL MILLER ACADEMY,PIKE,K,83.33
,,,OTWELL MILLER ACADEMY,PIKE,1,89.47
,,,BROOKVILLE ELEMENTARY SCHOOL,FRANKLIN,K,83.75
,,,LAUREL SCHOOL,FRANKLIN,K,52
,,,MOUNT CARMEL SCHOOL,FRANKLIN,K,83.33
,,,FRANKLIN COUNTY HIGH,FRANKLIN,12,92.05
,,,FRANKLIN COUNTY MIDDLE SCHOOL,FRANKLIN,6,95.83
,,,LAUREL SCHOOL,FRANKLIN,6,97.3
,,,MOUNT CARMEL SCHOOL,FRANKLIN,6,96.3
,,,BROOKVILLE ELEMENTARY SCHOOL,FRANKLIN,1,90.11
,,,LAUREL SCHOOL,FRANKLIN,1,81.25
,,,MOUNT CARMEL SCHOOL,FRANKLIN,1,95
,,,FRANKLIN COUNTY MIDDLE SCHOOL,FRANKLIN,7,98.06
,,,TRI-COUNTY INTERMEDIATE SCHOOL,WHITE,6,96.55
,,,TRI-COUNTY JR/SR HIGH SCHOOL,WHITE,7,95.31
,,,TRI-COUNTY JR/SR HIGH SCHOOL,WHITE,12,96.23
,,,TRI-COUNTY PRIMARY SCHOOL,WHITE,1,93.88
,,,TRI-COUNTY PRIMARY SCHOOL,WHITE,K,92.86
,,,AVONDALE MEADOWS MIDDLE SCHOOL,MARION,7,81.82
,,,AVONDALE MEADOWS MIDDLE SCHOOL,MARION,6,89.09
,,,DISCOVERY CHARTER SCHOOL,PORTER,1,82.14
,,,DISCOVERY CHARTER SCHOOL,PORTER,6,100
,,,DISCOVERY CHARTER SCHOOL,PORTER,K,81.03
,,,DISCOVERY CHARTER SCHOOL,PORTER,7,100
,,,MAYS COMMUNITY ACADEMY,RUSH,6,90
,,,MAYS COMMUNITY ACADEMY,RUSH,K,80
,,,MAYS COMMUNITY ACADEMY,RUSH,1,81.25
,,,PHALEN LEADERSHIP ACADEMY - IN INC,MARION,7,83.95
,,,PHALEN LEADERSHIP ACADEMY - IN INC,MARION,K,83.33
,,,PHALEN LEADERSHIP ACADEMY - IN INC,MARION,6,71.05
,,,PHALEN LEADERSHIP ACADEMY - IN INC,MARION,1,88
,,,PHALEN VIRTUAL LEADERSHIP ACADEMY,MARION,1,50
,,,PHALEN VIRTUAL LEADERSHIP ACADEMY,MARION,6,92.31
,,,PHALEN VIRTUAL LEADERSHIP ACADEMY,MARION,7,68.42
,,,PHALEN VIRTUAL LEADERSHIP ACADEMY,MARION,12,85.19
,,,JAMES AND ROSEMARY PHALEN LEADERSHIP ACADEMY HIGH SCHOOL,MARION,12,83.64
,,,PHALEN AT FRANCIS SCOTT KEY 103,MARION,6,85.53
,,,PHALEN AT FRANCIS SCOTT KEY 103,MARION,1,87.94
,,,PHALEN AT FRANCIS SCOTT KEY 103,MARION,K,76.81
,,,COMMUNITY MONTESSORI,FLOYD,12,100
,,,COMMUNITY MONTESSORI,FLOYD,6,87.88
,,,COMMUNITY MONTESSORI,FLOYD,1,90.32
,,,COMMUNITY MONTESSORI,FLOYD,7,92.11
,,,COMMUNITY MONTESSORI,FLOYD,K,88.64
,,,MATCHBOOK LEARNING,MARION,6,93.26
,,,MATCHBOOK LEARNING,MARION,1,88.51
,,,MATCHBOOK LEARNING,MARION,7,92.86
,,,MATCHBOOK LEARNING,MARION,K,86.57
,,,21ST CENTURY CHARTER SCH OF GARY,LAKE,12,93.9
,,,21ST CENTURY CHARTER SCH OF GARY,LAKE,7,95.52
,,,21ST CENTURY CHARTER SCH OF GARY,LAKE,6,100
,,,LOUIS B RUSSELL JR SCHOOL 48,MARION,K,66.67
,,,LOUIS B RUSSELL JR SCHOOL 48,MARION,1,70.73
,,,EAST CHICAGO URBAN ENTERPRISE ACADEMY,LAKE,K,90.24
,,,EAST CHICAGO URBAN ENTERPRISE ACADEMY,LAKE,7,87.5
,,,EAST CHICAGO URBAN ENTERPRISE ACADEMY,LAKE,6,87.76
,,,EAST CHICAGO URBAN ENTERPRISE ACADEMY,LAKE,1,86.05
,,,AVONDALE MEADOWS ACADEMY,MARION,K,78.87
,,,AVONDALE MEADOWS ACADEMY,MARION,1,89.47
,,,SOUTH PUTNAM HIGH SCHOOL,PUTNAM,12,97.03
,,,CENTRAL ELEMENTARY SCHOOL,PUTNAM,K,96.77
,,,FILLMORE ELEMENTARY SCHOOL,PUTNAM,K,94.12
,,,SOUTH PUTNAM MIDDLE SCHOOL,PUTNAM,6,98.85
,,,SOUTH PUTNAM MIDDLE SCHOOL,PUTNAM,7,97.73
,,,CENTRAL ELEMENTARY SCHOOL,PUTNAM,1,92.59
,,,FILLMORE ELEMENTARY SCHOOL,PUTNAM,1,94.44
,,,DAMAR ACADEMY,MARION,6,90
,,,DAMAR ACADEMY,MARION,7,100
,,,DAMAR ACADEMY,MARION,1,100
,,,DAMAR ACADEMY,MARION,12,91.3
,,,GEO NEXT GENERATION ACADEMY,MARION,12,79.41
,,,THE BLOOMINGTON PROJECT SCHOOL,MONROE,6,97.37
,,,THE BLOOMINGTON PROJECT SCHOOL,MONROE,K,100
,,,THE BLOOMINGTON PROJECT SCHOOL,MONROE,1,100
,,,THE BLOOMINGTON PROJECT SCHOOL,MONROE,7,91.67
,,,PLA AT GEORGE H FISHER SCHOOL 93,MARION,1,75
,,,PLA AT GEORGE H FISHER SCHOOL 93,MARION,K,75.34
,,,PLA AT GEORGE H FISHER SCHOOL 93,MARION,6,86.27
,,,PARAMOUNT ENGLEWOOD,MARION,6,75.64
,,,PARAMOUNT ENGLEWOOD,MARION,7,81.25
,,,ANDREW J BROWN ACADEMY,MARION,6,67.35
,,,ANDREW J BROWN ACADEMY,MARION,K,53.45
,,,ANDREW J BROWN ACADEMY,MARION,1,66.67
,,,ANDREW J BROWN ACADEMY,MARION,7,74
,,,EMMA DONNAN ELEMENTARY AND MIDDLE,MARION,7,86.15
,,,EMMA DONNAN ELEMENTARY AND MIDDLE,MARION,K,75
,,,EMMA DONNAN ELEMENTARY AND MIDDLE,MARION,6,82.76
,,,EMMA DONNAN ELEMENTARY AND MIDDLE,MARION,1,87.5
,,,PURDUE POLYTECHNIC HIGH SCHOOL IND,MARION,12,96.4
,,,STEEL CITY ACADEMY,LAKE,12,95.65
,,,STEEL CITY ACADEMY,LAKE,7,88.46
,,,STEEL CITY ACADEMY,LAKE,6,86.36
,,,STEEL CITY ACADEMY,LAKE,1,83.33
,,,KIPP INDY UNITE ELEMENTARY,MARION,K,73.77
,,,KIPP INDY UNITE ELEMENTARY,MARION,1,79.26
,,,PARAMOUNT ONLINE ACADEMY,MARION,7,91.67
,,,PARAMOUNT ONLINE ACADEMY,MARION,6,81.25
,,,PARAMOUNT ONLINE ACADEMY,MARION,K,36.36
,,,PARAMOUNT ONLINE ACADEMY,MARION,1,61.54
,,,SIGNATURE SCHOOL INC,VANDERBURGH,12,94.74
,,,RISE LEARNING CENTER,MARION,12,84.62
,,,RISE LEARNING CENTER,MARION,7,89.47
,,,RISE LEARNING CENTER,MARION,K,80
,,,RISE LEARNING CENTER,MARION,1,66.67
,,,RISE LEARNING CENTER,MARION,6,93.75
,,,INSPIRE ACADEMY - A SCH OF INQUIRY,DELAWARE,7,100
,,,INSPIRE ACADEMY - A SCH OF INQUIRY,DELAWARE,6,90.91
,,,INSPIRE ACADEMY - A SCH OF INQUIRY,DELAWARE,1,100
,,,GARY MIDDLE COLLEGE,LAKE,12,100
,,,SMITH ACADEMY FOR EXCELLENCE,ALLEN,12,100
,,,SMITH ACADEMY FOR EXCELLENCE,ALLEN,6,83.33
,,,SMITH ACADEMY FOR EXCELLENCE,ALLEN,7,85.71
,,,INDIANAPOLIS METROPOLITAN HIGH SCH,MARION,12,95.08
,,,KIPP INDY LEGACY HIGH,MARION,12,86.36
,,,SILVER CREEK MIDDLE SCHOOL,CLARK,7,97.13
,,,SILVER CREEK HIGH SCHOOL,CLARK,12,93.95
,,,SILVER CREEK PRIMARY SCHOOL,CLARK,1,90.2
,,,SILVER CREEK MIDDLE SCHOOL,CLARK,6,95.71
,,,SILVER CREEK PRIMARY SCHOOL,CLARK,K,90.34
,,,PURDUE POLYTECHNIC HIGH SCH NORTH,MARION,12,96.55
,,,ASPIRE CHARTER ACADEMY,LAKE,1,75.95
,,,ASPIRE CHARTER ACADEMY,LAKE,K,75.86
,,,ASPIRE CHARTER ACADEMY,LAKE,7,88.54
,,,ASPIRE CHARTER ACADEMY,LAKE,6,84.78
,,,GLOBAL PREPARATORY ACADEMY,MARION,7,84.42
,,,GLOBAL PREPARATORY ACADEMY,MARION,1,78
,,,GLOBAL PREPARATORY ACADEMY,MARION,K,76.42
,,,GLOBAL PREPARATORY ACADEMY,MARION,6,81.18
,,,RENAISSANCE ACADEMY CHARTER SCHOOL,LA PORTE,1,66.67
,,,RENAISSANCE ACADEMY CHARTER SCHOOL,LA PORTE,7,96.15
,,,RENAISSANCE ACADEMY CHARTER SCHOOL,LA PORTE,K,66.67
,,,RENAISSANCE ACADEMY CHARTER SCHOOL,LA PORTE,6,83.33
,,,PLA@PROMISE PREP,MARION,1,76.19
,,,IN MATH & SCIENCE ACADEMY - NORTH,MARION,12,77.78
,,,TIMOTHY L JOHNSON ACADEMY,ALLEN,K,50
,,,TIMOTHY L JOHNSON ACADEMY,ALLEN,1,87.5
,,,THE NATURE SCHOOL OF CENTRAL INDIANA,MARION,1,80.95
,,,THE NATURE SCHOOL OF CENTRAL INDIANA,MARION,7,91.67
,,,THE NATURE SCHOOL OF CENTRAL INDIANA,MARION,K,92
,,,THE NATURE SCHOOL OF CENTRAL INDIANA,MARION,6,90.91
,,,TIMOTHY L. JOHNSON ACADEMY MIDDLE,ALLEN,7,85.37
,,,KIPP INDY COLLEGE PREP MIDDLE,MARION,6,91.49
,,,KIPP INDY COLLEGE PREP MIDDLE,MARION,7,85.82
,,,CIRCLE CITY PREPARATORY ELEMENTARY SCHOOL,MARION,K,76.79
,,,CIRCLE CITY PREPARATORY ELEMENTARY SCHOOL,MARION,1,81.82
,,,SUCCESS ACADEMY PRIMARY SCHOOL,ST. JOSEPH,1,79.49
,,,SUCCESS ACADEMY PRIMARY SCHOOL,ST. JOSEPH,K,80
,,,VISION ACADEMY,MARION,K,69.44
,,,VISION ACADEMY,MARION,7,89.8
,,,VISION ACADEMY,MARION,1,70.83
,,,VISION ACADEMY,MARION,6,95.45
,,,GARY LIGHTHOUSE CHARTER SCHOOL,LAKE,12,87.63
,,,GARY LIGHTHOUSE CHARTER SCHOOL,LAKE,6,95.06
,,,GARY LIGHTHOUSE CHARTER SCHOOL,LAKE,7,94.44
,,,GARY LIGHTHOUSE CHARTER SCHOOL,LAKE,K,64.29
,,,GARY LIGHTHOUSE CHARTER SCHOOL,LAKE,1,76.32
,,,HERRON PREPARATORY ACADEMY,MARION,6,100
,,,HERRON PREPARATORY ACADEMY,MARION,1,89.8
,,,ELKHART CHRISTIAN ACADEMY,ELKHART,12,95.24
,,,HERITAGE CHRISTIAN SCHOOL,MARION,12,92.59
,,,TABERNACLE CHRISTIAN SCHOOL,MORGAN,12,95.83
,,,THE CROSSING EDUCATIONAL CENTER,ELKHART,12,98.11
,,,AMBASSADOR CHRISTIAN ACADEMY,LAKE,1,91.67
,,,ELKHART CHRISTIAN ACADEMY,ELKHART,1,78.57
,,,GOOD SHEPHERD SCHOOL,VANDERBURGH,1,95.56
,,,KINGDOM ACADEMY OF BLUFFTON INC,WELLS,1,87.5
,,,TABERNACLE CHRISTIAN SCHOOL,MORGAN,1,69.23
,,,AMBASSADOR CHRISTIAN ACADEMY,LAKE,6,100
,,,ELKHART CHRISTIAN ACADEMY,ELKHART,6,95.45
,,,KINGDOM ACADEMY OF BLUFFTON INC,WELLS,6,100
,,,TABERNACLE CHRISTIAN SCHOOL,MORGAN,6,86.84
,,,AMBASSADOR CHRISTIAN ACADEMY,LAKE,K,71.43
,,,ELKHART CHRISTIAN ACADEMY,ELKHART,K,82.61
,,,GOOD SHEPHERD SCHOOL,VANDERBURGH,K,96.3
,,,KINGDOM ACADEMY OF BLUFFTON INC,WELLS,K,100
,,,TABERNACLE CHRISTIAN SCHOOL,MORGAN,K,75
,,,AMBASSADOR CHRISTIAN ACADEMY,LAKE,7,93.33
,,,ELKHART CHRISTIAN ACADEMY,ELKHART,7,94.44
,,,GOOD SHEPHERD SCHOOL,VANDERBURGH,7,100
,,,HERITAGE CHRISTIAN SCHOOL,MARION,7,100
,,,KINGDOM ACADEMY OF BLUFFTON INC,WELLS,7,100
,,,TABERNACLE CHRISTIAN SCHOOL,MORGAN,7,86.49
,,,INDIANA CONNECTIONS ACADEMY,MARION,1,66.67
,,,INDIANA CONNECTIONS ACADEMY,MARION,6,84.62
,,,INDIANA CONNECTIONS ACADEMY,MARION,12,100
,,,INDIANA CONNECTIONS ACADEMY,MARION,K,50
,,,INDIANA CONNECTIONS ACADEMY,MARION,7,91.67
,,,SPRINGVILLE COMMUNITY ACADEMY,LAWRENCE,K,92.11
,,,SPRINGVILLE COMMUNITY ACADEMY,LAWRENCE,1,87.8
,,,SPRINGVILLE COMMUNITY ACADEMY,LAWRENCE,6,100
,,,SPRINGVILLE COMMUNITY ACADEMY,LAWRENCE,7,100
,,,ROCHESTER COMMUNITY MIDDLE SCHOOL,FULTON,7,95.54
,,,ROCHESTER COMMUNITY HIGH SCHOOL,FULTON,12,92.79
,,,COLUMBIA ELEMENTARY SCHOOL,FULTON,K,93.33
,,,ROCHESTER COMMUNITY MIDDLE SCHOOL,FULTON,6,95.28
,,,COLUMBIA ELEMENTARY SCHOOL,FULTON,1,92.75
,,,TINDLEY SUMMIT ACADEMY,MARION,6,57.14
,,,CASTON ELEMENTARY SCHOOL,FULTON,K,94
,,,CASTON JR-SR HIGH SCHOOL,FULTON,6,92.42
,,,CASTON JR-SR HIGH SCHOOL,FULTON,7,93.48
,,,CASTON JR-SR HIGH SCHOOL,FULTON,12,98.18
,,,CASTON ELEMENTARY SCHOOL,FULTON,1,88.46
,,,HERRON-RIVERSIDE HIGH SCHOOL,MARION,12,97.44
,,,INTERNATIONAL SCH OF IN (PK-5),MARION,1,97.44
,,,INTERNATIONAL SCH OF IN (PK-5),MARION,K,92.31
,,,WOOD MEMORIAL PRIMARY SCHOOL,GIBSON,K,90
,,,WOOD MEMORIAL MIDDLE SCHOOL,GIBSON,6,100
,,,WOOD MEMORIAL PRIMARY SCHOOL,GIBSON,1,97.87
,,,WOOD MEMORIAL MIDDLE SCHOOL,GIBSON,7,93.1
,,,WALDO J WOOD MEMORIAL HIGH,GIBSON,12,87.5
,,,PRINCETON COMMUNITY HIGH SCHOOL,GIBSON,12,96.83
,,,PRINCETON COMMUNITY MIDDLE,GIBSON,7,96.5
,,,PRINCETON COMM PRIMARY SCHOOL,GIBSON,K,93.86
,,,PRINCETON COMMUNITY MIDDLE,GIBSON,6,99.31
,,,PRINCETON COMM PRIMARY SCHOOL,GIBSON,1,95.85
,,,FORT BRANCH COMMUNITY SCHOOL,GIBSON,K,91.67
,,,HAUBSTADT COMMUNITY SCHOOL,GIBSON,K,100
,,,OWENSVILLE COMMUNITY SCHOOL,GIBSON,K,100
,,,GIBSON SOUTHERN HIGH SCHOOL,GIBSON,12,97.66
,,,FORT BRANCH COMMUNITY SCHOOL,GIBSON,6,100
,,,HAUBSTADT COMMUNITY SCHOOL,GIBSON,6,93.44
,,,OWENSVILLE COMMUNITY SCHOOL,GIBSON,6,100
,,,FORT BRANCH COMMUNITY SCHOOL,GIBSON,1,91.11
,,,HAUBSTADT COMMUNITY SCHOOL,GIBSON,1,100
,,,OWENSVILLE COMMUNITY SCHOOL,GIBSON,1,90
,,,FORT BRANCH COMMUNITY SCHOOL,GIBSON,7,100
,,,HAUBSTADT COMMUNITY SCHOOL,GIBSON,7,98.15
,,,OWENSVILLE COMMUNITY SCHOOL,GIBSON,7,98.04
,,,PARAMOUNT SCHOOL OF EXCELLENCE SOUTH BEND,ST. JOSEPH,1,91.04
,,,PARAMOUNT SCHOOL OF EXCELLENCE SOUTH BEND,ST. JOSEPH,6,93.65
,,,PARAMOUNT SCHOOL OF EXCELLENCE SOUTH BEND,ST. JOSEPH,K,88.41
,,,PARAMOUNT SCHOOL OF EXCELLENCE LAFAYETTE,TIPPECANOE,K,85.71
,,,PARAMOUNT SCHOOL OF EXCELLENCE LAFAYETTE,TIPPECANOE,6,97.14
,,,PARAMOUNT SCHOOL OF EXCELLENCE LAFAYETTE,TIPPECANOE,1,83.33
,,,EASTBROOK NORTH ELEMENTARY,GRANT,K,97.44
,,,EASTBROOK SOUTH ELEMENTARY,GRANT,K,87.76
,,,EASTBROOK NORTH ELEMENTARY,GRANT,1,95.52
,,,EASTBROOK SOUTH ELEMENTARY,GRANT,1,92.98
,,,EASTBROOK HIGH SCHOOL,GRANT,12,94.87
,,,EASTBROOK MIDDLE SCHOOL,GRANT,6,98.26
,,,EASTBROOK MIDDLE SCHOOL,GRANT,7,96.95
,,,CROSSPOINTE CHRISTIAN ACADEMY,MARION,12,71.43
,,,CROSSPOINTE CHRISTIAN ACADEMY,MARION,K,57.14
,,,CROSSPOINTE CHRISTIAN ACADEMY,MARION,6,73.33
,,,CROSSPOINTE CHRISTIAN ACADEMY,MARION,1,50
,,,CROSSPOINTE CHRISTIAN ACADEMY,MARION,7,66.67
,,,MADISON-GRANT JR./SR. HIGH SCHOOL,GRANT,12,100
,,,VIRTUAL PREPARATORY ACADEMY OF INDIANA AT MADISON-GRANT 9-12,GRANT,12,92.98
,,,SUMMITVILLE SCHOOL,MADISON,1,92.11
,,,VIRTUAL PREPARATORY ACADEMY OF INDIANA AT MADISON-GRANT K-5,GRANT,1,83.72
,,,SUMMITVILLE SCHOOL,MADISON,K,82.26
,,,VIRTUAL PREPARATORY ACADEMY OF INDIANA AT MADISON-GRANT K-5,GRANT,K,74.19
,,,MADISON-GRANT JR./SR. HIGH SCHOOL,GRANT,7,98.72
,,,VIRTUAL PREPARATORY ACADEMY OF INDIANA AT MADISON-GRANT 6-8,GRANT,7,91.13
,,,PARK ELEMENTARY SCHOOL,GRANT,6,98.84
,,,VIRTUAL PREPARATORY ACADEMY OF INDIANA AT MADISON-GRANT 6-8,GRANT,6,90.79
,,,GREENWOOD CHRISTIAN ACADEMY,JOHNSON,6,80.77
,,,GREENWOOD CHRISTIAN ACADEMY,JOHNSON,1,92.45
,,,GREENWOOD CHRISTIAN ACADEMY,JOHNSON,7,95
,,,GREENWOOD CHRISTIAN ACADEMY,JOHNSON,K,90.38
,,,ALLEN ELEMENTARY SCHOOL,GRANT,1,85.53
,,,FRANCES SLOCUM ELEM SCHOOL,GRANT,1,85.71
,,,JOHN W KENDALL ELEM SCHOOL,GRANT,1,97.37
,,,RIVERVIEW ELEMENTARY SCHOOL,GRANT,1,92.59
,,,MARION HIGH SCHOOL,GRANT,12,94.48
,,,JUSTICE THURGOOD MARSHALL INTRMD,GRANT,6,95.64
,,,JOHN L MCCULLOCH JUNIOR HIGH SCH,GRANT,7,95.03
,,,ALLEN ELEMENTARY SCHOOL,GRANT,K,83.13
,,,FRANCES SLOCUM ELEM SCHOOL,GRANT,K,77.65
,,,JOHN W KENDALL ELEM SCHOOL,GRANT,K,96.39
,,,RIVERVIEW ELEMENTARY SCHOOL,GRANT,K,88.89
,,,BLOOMFIELD ELEMENTARY SCHOOL,GREENE,K,96.97
,,,BLOOMFIELD MIDDLE SCHOOL,GREENE,7,97.4
,,,BLOOMFIELD HIGH SCHOOL,GREENE,12,93.55
,,,BLOOMFIELD ELEMENTARY SCHOOL,GREENE,1,96.08
,,,BLOOMFIELD MIDDLE SCHOOL,GREENE,6,98.77
,,,EASTERN GREENE HIGH SCHOOL,GREENE,12,96.67
,,,EASTERN GREENE MIDDLE SCHOOL,GREENE,7,98.84
,,,EASTERN GREENE ELEMENTARY SCHOOL,GREENE,K,96.81
,,,EASTERN GREENE ELEMENTARY SCHOOL,GREENE,1,92.94
,,,LINTON-STOCKTON ELEMENTARY,GREENE,K,89.47
,,,LINTON-STOCKTON HIGH SCHOOL,GREENE,12,93.24
,,,LINTON-STOCKTON ELEMENTARY,GREENE,1,92.24
,,,LINTON-STOCKTON MIDDLE SCHOOL,GREENE,7,100
,,,LINTON-STOCKTON MIDDLE SCHOOL,GREENE,6,98.99
,,,SHAKAMAK JR-SR HIGH SCHOOL,GREENE,12,97.67
,,,SHAKAMAK ELEMENTARY SCHOOL,GREENE,K,95.65
,,,SHAKAMAK JR-SR HIGH SCHOOL,GREENE,7,97.67
,,,SHAKAMAK ELEMENTARY SCHOOL,GREENE,1,98
,,,SHAKAMAK ELEMENTARY SCHOOL,GREENE,6,95.56
,,,BROOKS SCHOOL ELEMENTARY,HAMILTON,1,98.96
,,,CUMBERLAND ROAD ELEM SCHOOL,HAMILTON,1,99.01
,,,DEER CREEK ELEMENTARY,HAMILTON,1,91.07
,,,FALL CREEK ELEMENTARY SCHOOL,HAMILTON,1,89.22
,,,FISHERS ELEMENTARY SCHOOL,HAMILTON,1,93.51
,,,GEIST ELEMENTARY SCHOOL,HAMILTON,1,92.66
,,,HARRISON PARKWAY ELEMENTARY SCHOOL,HAMILTON,1,97.7
,,,HOOSIER ROAD ELEMENTARY SCHOOL,HAMILTON,1,91.04
,,,LANTERN ROAD ELEMENTARY SCHOOL,HAMILTON,1,95.79
,,,NEW BRITTON ELEMENTARY SCHOOL,HAMILTON,1,87.78
,,,SAND CREEK ELEMENTARY,HAMILTON,1,98.75
,,,SOUTHEASTERN ELEMENTARY SCHOOL,HAMILTON,1,94.66
,,,THORPE CREEK ELEMENTARY,HAMILTON,1,97.17
,,,FALL CREEK INTERMEDIATE SCHOOL,HAMILTON,6,96.57
,,,HAMILTON SE INT AND JR HIGH SCH,HAMILTON,6,97.37
,,,RIVERSIDE INTERMEDIATE SCHOOL,HAMILTON,6,98.15
,,,SAND CREEK INTERMEDIATE SCHOOL,HAMILTON,6,98.7
,,,FISHERS HIGH SCHOOL,HAMILTON,12,97.99
,,,HAMILTON SOUTHEASTERN HS,HAMILTON,12,95.14
,,,BROOKS SCHOOL ELEMENTARY,HAMILTON,K,96.15
,,,CUMBERLAND ROAD ELEM SCHOOL,HAMILTON,K,96.05
,,,DEER CREEK ELEMENTARY,HAMILTON,K,91.51
,,,FALL CREEK ELEMENTARY SCHOOL,HAMILTON,K,92.59
,,,FISHERS ELEMENTARY SCHOOL,HAMILTON,K,86.79
,,,GEIST ELEMENTARY SCHOOL,HAMILTON,K,89.53
,,,HARRISON PARKWAY ELEMENTARY SCHOOL,HAMILTON,K,96.77
,,,HOOSIER ROAD ELEMENTARY SCHOOL,HAMILTON,K,87.67
,,,LANTERN ROAD ELEMENTARY SCHOOL,HAMILTON,K,98.44
,,,NEW BRITTON ELEMENTARY SCHOOL,HAMILTON,K,95.24
,,,SAND CREEK ELEMENTARY,HAMILTON,K,92.75
,,,SOUTHEASTERN ELEMENTARY SCHOOL,HAMILTON,K,93.79
,,,THORPE CREEK ELEMENTARY,HAMILTON,K,97.56
